pid, time, age, native-country, fnlwgt, occupation, education-num, marital-status, capital-gain, education, capital-loss, hours-per-week, workclass, relationship, race, sex, income
23702, 23702, 44,United-States,174283,Sales,13,Married-civ-spouse,0,Bachelors,0,50,Private,Husband,White,Male,>50K
23703, 23703, 44,United-States,128676,Adm-clerical,10,Never-married,0,Some-college,0,40,Private,Not-in-family,Black,Female,<=50K
23704, 23704, 24,United-States,205844,Exec-managerial,13,Never-married,0,Bachelors,0,40,Private,Own-child,Black,Female,<=50K
23705, 23705, 28,United-States,62535,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,43,Private,Husband,White,Male,<=50K
23706, 23706, 50,United-States,240612,Exec-managerial,9,Married-spouse-absent,0,HS-grad,0,10,Private,Unmarried,White,Female,<=50K
23707, 23707, 33,United-States,176992,Craft-repair,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,>50K
23708, 23708, 23,United-States,254127,Prof-specialty,13,Never-married,0,Bachelors,0,50,Local-gov,Other-relative,White,Female,<=50K
23709, 23709, 46,United-States,128460,Handlers-cleaners,6,Married-civ-spouse,0,10th,0,40,Private,Husband,White,Male,<=50K
23710, 23710, 21,United-States,56582,Tech-support,10,Never-married,0,Some-college,0,10,State-gov,Own-child,White,Male,<=50K
23711, 23711, 52,United-States,153751,Other-service,5,Separated,0,9th,0,30,Private,Not-in-family,Black,Female,<=50K
23712, 23712, 26,United-States,284343,Prof-specialty,13,Never-married,0,Bachelors,0,50,Private,Not-in-family,White,Male,<=50K
23713, 23713, 27,United-States,312692,Tech-support,13,Never-married,0,Bachelors,0,12,State-gov,Not-in-family,White,Male,<=50K
23714, 23714, 28,Nicaragua,111520,Machine-op-inspct,7,Never-married,0,11th,0,40,Private,Unmarried,White,Female,<=50K
23715, 23715, 50,United-States,304955,Sales,13,Married-civ-spouse,0,Bachelors,0,60,Self-emp-inc,Husband,White,Male,>50K
23716, 23716, 28,United-States,288598,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,35,Private,Husband,White,Male,<=50K
23717, 23717, 61,United-States,117387,Exec-managerial,7,Married-civ-spouse,0,11th,0,20,Self-emp-not-inc,Husband,White,Male,<=50K
23718, 23718, 32,United-States,230484,Sales,4,Separated,0,7th-8th,0,35,Private,Unmarried,White,Female,<=50K
23719, 23719, 30,United-States,319280,Craft-repair,10,Never-married,0,Some-college,0,40,Federal-gov,Not-in-family,White,Male,<=50K
23720, 23720, 51,United-States,186416,Adm-clerical,13,Divorced,0,Bachelors,0,40,Local-gov,Not-in-family,White,Female,<=50K
23721, 23721, 40,United-States,147372,Protective-serv,10,Never-married,0,Some-college,2444,40,Local-gov,Not-in-family,White,Male,>50K
23722, 23722, 36,United-States,145933,Exec-managerial,9,Never-married,0,HS-grad,2258,70,Private,Not-in-family,White,Male,<=50K
23723, 23723, 28,United-States,110164,Other-service,10,Divorced,0,Some-college,0,24,Private,Other-relative,Black,Male,<=50K
23724, 23724, 49,United-States,225454,Prof-specialty,12,Married-civ-spouse,0,Assoc-acdm,0,45,Private,Husband,White,Male,>50K
23725, 23725, 61,United-States,220342,Transport-moving,4,Married-civ-spouse,0,7th-8th,0,30,Self-emp-not-inc,Husband,White,Male,<=50K
23726, 23726, 41,United-States,144002,Exec-managerial,13,Married-civ-spouse,0,Bachelors,0,60,Self-emp-not-inc,Husband,White,Male,>50K
23727, 23727, 55,United-States,225365,Other-service,9,Widowed,0,HS-grad,0,30,Private,Unmarried,White,Female,<=50K
23728, 23728, 36,United-States,187983,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,40,Private,Wife,White,Female,<=50K
23729, 23729, 21,United-States,89991,Adm-clerical,10,Never-married,0,Some-college,0,40,Private,Own-child,White,Female,<=50K
23730, 23730, 57,United-States,225913,Transport-moving,10,Married-civ-spouse,0,Some-college,0,45,Self-emp-not-inc,Husband,White,Male,>50K
23731, 23731, 49,United-States,229737,Prof-specialty,15,Married-civ-spouse,99999,Prof-school,0,37,Self-emp-inc,Husband,White,Male,>50K
23732, 23732, 59,United-States,145574,Adm-clerical,7,Married-civ-spouse,0,11th,0,40,Private,Husband,White,Male,<=50K
23733, 23733, 41,United-States,274363,Sales,10,Separated,0,Some-college,0,80,Private,Not-in-family,White,Male,>50K
23734, 23734, 59,United-States,365390,Craft-repair,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,<=50K
23735, 23735, 20,United-States,266467,Other-service,9,Never-married,0,HS-grad,0,25,Private,Own-child,White,Male,<=50K
23736, 23736, 42,United-States,183384,Adm-clerical,10,Divorced,0,Some-college,0,40,Private,Not-in-family,Black,Female,<=50K
23737, 23737, 41,United-States,112797,Prof-specialty,14,Divorced,0,Masters,0,60,Local-gov,Unmarried,White,Female,<=50K
23738, 23738, 45,United-States,76008,Exec-managerial,13,Married-civ-spouse,0,Bachelors,0,50,Federal-gov,Husband,White,Male,>50K
23739, 23739, 42,United-States,186909,Exec-managerial,12,Married-civ-spouse,0,Assoc-acdm,0,45,Local-gov,Wife,White,Female,>50K
23740, 23740, 25,United-States,25497,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,White,Male,<=50K
23741, 23741, 45,United-States,102771,Craft-repair,9,Married-civ-spouse,0,HS-grad,1887,40,Private,Husband,White,Male,>50K
23742, 23742, 58,United-States,248841,Sales,9,Married-civ-spouse,15024,HS-grad,0,40,Self-emp-not-inc,Husband,White,Male,>50K
23743, 23743, 39,United-States,30916,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
23744, 23744, 34,United-States,123270,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,>50K
23745, 23745, 22,United-States,210165,Craft-repair,10,Never-married,0,Some-college,0,40,Self-emp-not-inc,Not-in-family,White,Male,<=50K
23746, 23746, 44,United-States,222596,Tech-support,9,Divorced,0,HS-grad,0,50,Private,Not-in-family,White,Male,>50K
23747, 23747, 53,United-States,188067,Sales,10,Widowed,0,Some-college,0,40,Self-emp-inc,Unmarried,White,Female,<=50K
23748, 23748, 27,Guatemala,250314,Protective-serv,5,Married-civ-spouse,0,9th,0,40,Private,Husband,White,Male,<=50K
23749, 23749, 60,United-States,205934,Other-service,9,Separated,0,HS-grad,0,25,Private,Not-in-family,White,Female,<=50K
23750, 23750, 46,United-States,186172,Prof-specialty,13,Married-civ-spouse,3103,Bachelors,0,40,Private,Husband,White,Male,>50K
23751, 23751, 56,United-States,98418,Prof-specialty,15,Married-civ-spouse,99999,Prof-school,0,40,Self-emp-inc,Husband,White,Male,>50K
23752, 23752, 36,United-States,329980,Exec-managerial,13,Never-married,27828,Bachelors,0,40,Private,Not-in-family,White,Male,>50K
23753, 23753, 56,United-States,147653,Adm-clerical,9,Divorced,0,HS-grad,0,32,Private,Unmarried,White,Female,<=50K
23754, 23754, 29,United-States,168221,Exec-managerial,13,Married-civ-spouse,0,Bachelors,1740,70,Self-emp-inc,Husband,White,Male,<=50K
23755, 23755, 19,United-States,151801,Handlers-cleaners,6,Never-married,0,10th,0,39,Private,Own-child,White,Male,<=50K
23756, 23756, 38,United-States,177154,Other-service,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
23757, 23757, 40,United-States,73883,Tech-support,10,Married-civ-spouse,0,Some-college,0,40,Federal-gov,Husband,White,Male,>50K
23758, 23758, 52,United-States,175714,Exec-managerial,12,Married-civ-spouse,0,Assoc-acdm,0,55,Private,Husband,White,Male,>50K
23759, 23759, 22,United-States,43535,Exec-managerial,10,Married-civ-spouse,0,Some-college,0,40,Private,Wife,White,Female,<=50K
23760, 23760, 32,United-States,104509,Other-service,9,Divorced,0,HS-grad,0,25,State-gov,Not-in-family,White,Female,<=50K
23761, 23761, 27,United-States,118230,Exec-managerial,13,Never-married,0,Bachelors,0,40,Private,Own-child,White,Female,<=50K
23762, 23762, 25,Guatemala,152046,Prof-specialty,13,Never-married,0,Bachelors,0,40,Private,Own-child,White,Female,<=50K
23763, 23763, 36,Iran,52327,Prof-specialty,14,Married-civ-spouse,0,Masters,0,40,Private,Husband,Other,Male,>50K
23764, 23764, 22,United-States,218886,Handlers-cleaners,8,Never-married,0,12th,0,40,Private,Own-child,Amer-Indian-Eskimo,Male,<=50K
23765, 23765, 32,United-States,84119,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,45,Self-emp-not-inc,Husband,White,Male,<=50K
23766, 23766, 37,United-States,189674,Exec-managerial,13,Separated,0,Bachelors,0,40,Private,Unmarried,Black,Female,<=50K
23767, 23767, 22,United-States,222993,Prof-specialty,9,Never-married,0,HS-grad,0,54,Private,Own-child,White,Male,<=50K
23768, 23768, 29,United-States,47429,Adm-clerical,9,Married-civ-spouse,0,HS-grad,0,40,Private,Wife,White,Female,>50K
23769, 23769, 42,United-States,144995,Handlers-cleaners,1,Never-married,0,Preschool,0,25,Private,Not-in-family,White,Male,<=50K
23770, 23770, 45,United-States,187969,Sales,11,Never-married,0,Assoc-voc,0,38,Private,Not-in-family,White,Female,<=50K
23771, 23771, 33,United-States,288398,Adm-clerical,13,Divorced,0,Bachelors,0,45,Private,Not-in-family,White,Female,<=50K
23772, 23772, 39,United-States,114591,Prof-specialty,10,Separated,0,Some-college,0,40,Private,Unmarried,White,Female,<=50K
23773, 23773, 27,United-States,167737,Machine-op-inspct,8,Never-married,0,12th,0,45,Private,Not-in-family,White,Male,<=50K
23774, 23774, 53,United-States,248834,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,50,Local-gov,Wife,White,Female,>50K
23775, 23775, 30,United-States,165686,Other-service,13,Never-married,0,Bachelors,0,40,Private,Not-in-family,White,Female,<=50K
23776, 23776, 52,United-States,40200,Craft-repair,10,Widowed,0,Some-college,0,35,Self-emp-not-inc,Not-in-family,Black,Male,<=50K
23777, 23777, 43,United-States,117158,Sales,13,Married-civ-spouse,15024,Bachelors,0,60,Self-emp-inc,Husband,White,Male,>50K
23778, 23778, 47,United-States,216657,Prof-specialty,14,Never-married,0,Masters,0,35,Local-gov,Not-in-family,White,Male,>50K
23779, 23779, 61,India,124242,Protective-serv,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,Black,Male,<=50K
23780, 23780, 39,Dominican-Republic,239119,Prof-specialty,14,Divorced,0,Masters,0,40,Local-gov,Not-in-family,Black,Male,<=50K
23781, 23781, 47,United-States,190072,Sales,10,Divorced,0,Some-college,0,50,Private,Unmarried,White,Male,<=50K
23782, 23782, 19,United-States,378114,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,25,Private,Husband,White,Male,<=50K
23783, 23783, 37,United-States,236990,Machine-op-inspct,10,Married-civ-spouse,3464,Some-college,0,40,Private,Husband,White,Male,<=50K
23784, 23784, 31,United-States,101761,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,51,Private,Husband,White,Male,<=50K
23785, 23785, 69,United-States,37745,Sales,11,Married-civ-spouse,0,Assoc-voc,0,8,Self-emp-not-inc,Husband,White,Male,<=50K
23786, 23786, 29,United-States,130438,Machine-op-inspct,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
23787, 23787, 24,United-States,100605,Machine-op-inspct,10,Never-married,0,Some-college,0,14,Private,Own-child,Other,Male,<=50K
23788, 23788, 42,Poland,220776,Handlers-cleaners,9,Separated,0,HS-grad,0,40,Private,Unmarried,White,Male,<=50K
23789, 23789, 30,United-States,154950,Protective-serv,13,Married-civ-spouse,0,Bachelors,0,72,Local-gov,Husband,White,Male,>50K
23790, 23790, 28,United-States,192283,Sales,14,Married-spouse-absent,0,Masters,0,80,Private,Not-in-family,White,Female,>50K
23791, 23791, 27,United-States,210765,Handlers-cleaners,11,Never-married,0,Assoc-voc,0,40,Private,Not-in-family,White,Male,<=50K
23792, 23792, 53,United-States,147476,Exec-managerial,9,Divorced,0,HS-grad,0,40,Private,Not-in-family,Black,Female,<=50K
23793, 23793, 35,United-States,193241,Craft-repair,9,Married-civ-spouse,0,HS-grad,1651,40,State-gov,Husband,White,Male,<=50K
23794, 23794, 22,United-States,109053,Transport-moving,8,Married-civ-spouse,0,12th,0,40,Private,Husband,White,Male,<=50K
23795, 23795, 25,United-States,265618,Protective-serv,9,Separated,0,HS-grad,0,40,Private,Own-child,Black,Male,<=50K
23796, 23796, 38,United-States,172855,Prof-specialty,13,Married-civ-spouse,0,Bachelors,1887,40,Local-gov,Wife,Black,Female,>50K
23797, 23797, 27,United-States,68848,Adm-clerical,13,Never-married,0,Bachelors,0,35,Private,Unmarried,White,Female,<=50K
23798, 23798, 30,United-States,229051,Other-service,5,Married-civ-spouse,0,9th,0,37,Private,Husband,White,Male,<=50K
23799, 23799, 27,United-States,106039,Prof-specialty,13,Divorced,0,Bachelors,0,50,Private,Own-child,White,Female,<=50K
23800, 23800, 25,United-States,112835,Prof-specialty,13,Never-married,0,Bachelors,0,40,Private,Not-in-family,White,Male,<=50K
23801, 23801, 32,United-States,283400,Machine-op-inspct,9,Never-married,0,HS-grad,0,40,Private,Not-in-family,White,Female,<=50K
23802, 23802, 70,United-States,195739,Craft-repair,6,Widowed,0,10th,0,45,Private,Unmarried,White,Male,<=50K
23803, 23803, 50,United-States,36480,Exec-managerial,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
23804, 23804, 40,United-States,303291,Other-service,10,Married-civ-spouse,0,Some-college,0,35,Private,Wife,White,Female,<=50K
23805, 23805, 34,United-States,293900,Craft-repair,7,Married-spouse-absent,0,11th,0,55,Private,Not-in-family,Black,Male,<=50K
23806, 23806, 57,United-States,165922,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,50,Self-emp-not-inc,Husband,White,Male,<=50K
23807, 23807, 39,United-States,65738,Other-service,14,Never-married,0,Masters,0,32,Private,Not-in-family,White,Female,<=50K
23808, 23808, 49,United-States,175070,Other-service,10,Divorced,0,Some-college,0,40,Private,Unmarried,White,Female,<=50K
23809, 23809, 43,United-States,339814,Prof-specialty,10,Married-civ-spouse,5178,Some-college,0,40,Private,Husband,White,Male,>50K
23810, 23810, 26,United-States,150132,Adm-clerical,9,Never-married,0,HS-grad,0,45,Private,Not-in-family,White,Female,<=50K
23811, 23811, 31,Japan,377374,Adm-clerical,10,Divorced,0,Some-college,0,40,Private,Unmarried,Black,Female,<=50K
23812, 23812, 60,United-States,166153,Sales,10,Married-civ-spouse,0,Some-college,0,50,Self-emp-not-inc,Husband,White,Male,<=50K
23813, 23813, 46,United-States,110171,Prof-specialty,14,Married-civ-spouse,15024,Masters,0,50,Private,Husband,White,Male,>50K
23814, 23814, 26,United-States,94477,Transport-moving,10,Married-civ-spouse,7298,Some-college,0,55,Private,Husband,White,Male,>50K
23815, 23815, 27,United-States,194243,Prof-specialty,15,Never-married,0,Prof-school,0,40,Private,Own-child,White,Female,<=50K
23816, 23816, 31,United-States,106347,Adm-clerical,10,Married-civ-spouse,0,Some-college,0,40,Private,Wife,Black,Female,<=50K
23817, 23817, 59,United-States,214865,Exec-managerial,9,Widowed,0,HS-grad,0,50,Private,Unmarried,White,Female,<=50K
23818, 23818, 18,United-States,96445,Other-service,10,Never-married,0,Some-college,0,24,Private,Own-child,White,Female,<=50K
23819, 23819, 22,United-States,102632,Exec-managerial,10,Married-civ-spouse,0,Some-college,0,45,Private,Husband,White,Male,<=50K
23820, 23820, 24,United-States,209034,Sales,12,Married-civ-spouse,0,Assoc-acdm,0,20,Private,Own-child,White,Female,<=50K
23821, 23821, 53,United-States,153486,Transport-moving,6,Married-civ-spouse,0,10th,0,40,State-gov,Husband,White,Male,>50K
23822, 23822, 43,United-States,144371,Handlers-cleaners,9,Married-civ-spouse,0,HS-grad,0,42,Private,Husband,White,Male,>50K
23823, 23823, 24,United-States,186213,Tech-support,10,Married-civ-spouse,0,Some-college,0,50,Private,Husband,White,Male,>50K
23824, 23824, 60,United-States,188236,Tech-support,6,Widowed,0,10th,0,40,Private,Unmarried,White,Female,<=50K
23825, 23825, 24,United-States,418405,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
23826, 23826, 52,United-States,125796,Adm-clerical,9,Never-married,0,HS-grad,0,40,Federal-gov,Not-in-family,Black,Male,<=50K
23827, 23827, 32,United-States,183304,Transport-moving,11,Married-civ-spouse,0,Assoc-voc,0,99,Private,Husband,White,Male,>50K
23828, 23828, 34,United-States,329587,Other-service,6,Separated,0,10th,0,35,Private,Not-in-family,White,Female,<=50K
23829, 23829, 35,United-States,182570,Protective-serv,12,Married-civ-spouse,0,Assoc-acdm,0,40,Local-gov,Husband,White,Male,>50K
23830, 23830, 38,Mexico,446654,Handlers-cleaners,5,Married-spouse-absent,0,9th,0,40,Private,Not-in-family,White,Male,<=50K
23831, 23831, 34,United-States,254304,Farming-fishing,9,Married-civ-spouse,4508,HS-grad,0,90,Self-emp-not-inc,Husband,White,Male,<=50K
23832, 23832, 53,United-States,131258,Prof-specialty,15,Never-married,0,Prof-school,0,50,Local-gov,Not-in-family,White,Female,>50K
23833, 23833, 23,United-States,103632,Adm-clerical,9,Never-married,0,HS-grad,0,40,Private,Not-in-family,White,Female,<=50K
23834, 23834, 40,United-States,241895,Adm-clerical,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,<=50K
23835, 23835, 40,United-States,244945,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
23836, 23836, 50,United-States,20795,Farming-fishing,9,Married-civ-spouse,0,HS-grad,0,60,Private,Husband,White,Male,>50K
23837, 23837, 17,United-States,347322,Sales,6,Never-married,0,10th,0,20,Private,Own-child,White,Female,<=50K
23838, 23838, 53,United-States,103995,Prof-specialty,13,Divorced,0,Bachelors,1876,54,Local-gov,Not-in-family,White,Female,<=50K
23839, 23839, 32,United-States,53206,Craft-repair,13,Divorced,0,Bachelors,0,50,Private,Not-in-family,White,Male,>50K
23840, 23840, 18,United-States,57108,Sales,7,Never-married,0,11th,0,16,Private,Own-child,White,Male,<=50K
23841, 23841, 62,United-States,177791,Other-service,6,Divorced,0,10th,0,40,Private,Own-child,White,Female,<=50K
23842, 23842, 45,United-States,33794,Other-service,14,Married-civ-spouse,0,Masters,0,40,Private,Husband,White,Male,<=50K
23843, 23843, 46,United-States,249935,Prof-specialty,16,Married-civ-spouse,0,Doctorate,0,70,Private,Husband,White,Male,<=50K
23844, 23844, 73,United-States,241121,Farming-fishing,4,Married-civ-spouse,0,7th-8th,0,40,Self-emp-not-inc,Husband,White,Male,<=50K
23845, 23845, 64,United-States,98586,Prof-specialty,16,Married-civ-spouse,0,Doctorate,0,60,Private,Husband,White,Male,>50K
23846, 23846, 26,United-States,181920,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,45,Private,Wife,White,Female,>50K
23847, 23847, 23,United-States,434467,Sales,9,Never-married,0,HS-grad,0,48,Private,Not-in-family,White,Male,<=50K
23848, 23848, 30,Vietnam,113364,Machine-op-inspct,9,Never-married,0,HS-grad,0,40,Private,Other-relative,White,Male,<=50K
23849, 23849, 51,United-States,249706,Adm-clerical,10,Divorced,0,Some-college,0,40,Private,Unmarried,White,Female,<=50K
23850, 23850, 35,United-States,95455,Exec-managerial,13,Divorced,0,Bachelors,0,55,Self-emp-not-inc,Unmarried,White,Female,<=50K
23851, 23851, 39,United-States,209867,Adm-clerical,10,Never-married,13550,Some-college,0,45,Private,Not-in-family,White,Female,>50K
23852, 23852, 35,India,79586,Prof-specialty,14,Married-civ-spouse,0,Masters,0,40,Self-emp-inc,Husband,Asian-Pac-Islander,Male,>50K
23853, 23853, 41,United-States,289669,Machine-op-inspct,9,Widowed,0,HS-grad,0,40,Private,Not-in-family,White,Female,<=50K
23854, 23854, 31,United-States,347166,Craft-repair,10,Divorced,4650,Some-college,0,40,Private,Own-child,White,Male,<=50K
23855, 23855, 40,United-States,53835,Sales,13,Married-civ-spouse,0,Bachelors,0,50,Private,Husband,White,Male,>50K
23856, 23856, 46,Philippines,14878,Prof-specialty,15,Married-civ-spouse,0,Prof-school,0,40,Local-gov,Husband,Asian-Pac-Islander,Male,>50K
23857, 23857, 31,United-States,266126,Other-service,9,Never-married,0,HS-grad,0,30,Private,Not-in-family,White,Female,<=50K
23858, 23858, 41,Honduras,146659,Machine-op-inspct,10,Divorced,0,Some-college,0,40,Self-emp-inc,Not-in-family,White,Female,<=50K
23859, 23859, 42,United-States,125280,Exec-managerial,13,Married-civ-spouse,3137,Bachelors,0,40,Private,Husband,White,Male,<=50K
23860, 23860, 23,United-States,173535,Sales,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Male,<=50K
23861, 23861, 49,United-States,280525,Adm-clerical,10,Married-civ-spouse,0,Some-college,0,45,Private,Husband,White,Male,>50K
23862, 23862, 53,United-States,479621,Tech-support,11,Divorced,0,Assoc-voc,0,40,Private,Not-in-family,Black,Male,<=50K
23863, 23863, 38,United-States,194630,Protective-serv,13,Never-married,4787,Bachelors,0,43,Local-gov,Not-in-family,White,Female,>50K
23864, 23864, 36,Taiwan,247600,Exec-managerial,12,Divorced,0,Assoc-acdm,0,40,Private,Unmarried,Asian-Pac-Islander,Female,<=50K
23865, 23865, 32,Mexico,258406,Craft-repair,10,Never-married,0,Some-college,0,72,Private,Unmarried,White,Male,<=50K
23866, 23866, 20,Guatemala,107746,Transport-moving,7,Never-married,0,11th,0,40,Private,Other-relative,White,Male,<=50K
23867, 23867, 22,United-States,229987,Tech-support,10,Never-married,0,Some-college,0,32,Private,Other-relative,Asian-Pac-Islander,Female,<=50K
23868, 23868, 25,United-States,312338,Craft-repair,11,Never-married,0,Assoc-voc,0,40,Private,Unmarried,Amer-Indian-Eskimo,Male,<=50K
23869, 23869, 58,United-States,225394,Craft-repair,9,Married-civ-spouse,0,HS-grad,1902,40,Private,Husband,White,Male,<=50K
23870, 23870, 24,United-States,373718,Farming-fishing,10,Never-married,0,Some-college,0,20,Private,Not-in-family,White,Male,<=50K
23871, 23871, 48,United-States,120131,Craft-repair,9,Divorced,8614,HS-grad,0,40,State-gov,Own-child,White,Male,>50K
23872, 23872, 20,El-Salvador,472789,Farming-fishing,2,Never-married,0,1st-4th,0,30,Private,Not-in-family,White,Male,<=50K
23873, 23873, 60,United-States,27886,Exec-managerial,10,Married-civ-spouse,0,Some-college,0,40,Self-emp-not-inc,Husband,White,Male,>50K
23874, 23874, 20,United-States,138352,Other-service,9,Never-married,0,HS-grad,0,30,Private,Other-relative,White,Male,<=50K
23875, 23875, 52,United-States,123011,Exec-managerial,10,Married-civ-spouse,0,Some-college,0,45,Private,Husband,White,Male,>50K
23876, 23876, 36,United-States,306567,Transport-moving,9,Married-civ-spouse,0,HS-grad,0,40,Private,Wife,White,Female,>50K
23877, 23877, 46,Philippines,187749,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,40,Local-gov,Husband,Asian-Pac-Islander,Male,>50K
23878, 23878, 22,United-States,260594,Sales,7,Never-married,0,11th,0,25,Private,Unmarried,White,Female,<=50K
23879, 23879, 19,United-States,236879,Exec-managerial,10,Never-married,0,Some-college,0,35,Private,Own-child,White,Female,<=50K
23880, 23880, 37,United-States,186808,Sales,9,Never-married,0,HS-grad,0,40,Private,Unmarried,White,Male,<=50K
23881, 23881, 30,United-States,373213,Sales,11,Divorced,0,Assoc-voc,0,40,Private,Not-in-family,White,Female,>50K
23882, 23882, 44,United-States,187629,Craft-repair,12,Never-married,0,Assoc-acdm,0,25,Private,Not-in-family,White,Male,<=50K
23883, 23883, 22,Canada,305781,Sales,9,Never-married,0,HS-grad,0,45,Private,Not-in-family,White,Male,<=50K
23884, 23884, 31,United-States,256362,Sales,13,Married-civ-spouse,3908,Bachelors,0,50,Self-emp-inc,Husband,White,Male,<=50K
23885, 23885, 17,United-States,239947,Adm-clerical,7,Never-married,0,11th,0,40,Private,Own-child,White,Male,<=50K
23886, 23886, 21,United-States,349041,Handlers-cleaners,9,Never-married,0,HS-grad,0,40,Private,Not-in-family,White,Male,<=50K
23887, 23887, 67,United-States,105252,Exec-managerial,14,Married-civ-spouse,0,Masters,0,40,Private,Husband,White,Male,>50K
23888, 23888, 46,United-States,182715,Exec-managerial,4,Divorced,0,7th-8th,0,40,Private,Not-in-family,White,Male,<=50K
23889, 23889, 29,United-States,166210,Handlers-cleaners,9,Divorced,0,HS-grad,0,50,Private,Own-child,White,Male,<=50K
23890, 23890, 20,United-States,113200,Handlers-cleaners,10,Never-married,0,Some-college,0,6,Private,Own-child,White,Female,<=50K
23891, 23891, 27,United-States,142075,Other-service,10,Never-married,0,Some-college,0,24,Private,Own-child,White,Male,<=50K
23892, 23892, 35,United-States,454843,Craft-repair,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,>50K
23893, 23893, 19,United-States,142219,Adm-clerical,10,Never-married,0,Some-college,0,30,Private,Own-child,White,Female,<=50K
23894, 23894, 36,Mexico,112512,Other-service,8,Separated,0,12th,0,40,Private,Unmarried,White,Female,<=50K
23895, 23895, 43,United-States,212894,Exec-managerial,13,Married-civ-spouse,15024,Bachelors,0,50,Private,Husband,White,Male,>50K
23896, 23896, 62,United-States,265201,Prof-specialty,13,Divorced,0,Bachelors,0,40,State-gov,Not-in-family,White,Male,<=50K
23897, 23897, 28,Canada,251905,Prof-specialty,15,Never-married,0,Prof-school,2339,40,Private,Not-in-family,White,Male,<=50K
23898, 23898, 18,United-States,170627,Other-service,7,Never-married,0,11th,0,15,Private,Own-child,White,Female,<=50K
23899, 23899, 59,United-States,354037,Transport-moving,15,Married-civ-spouse,15024,Prof-school,0,50,Private,Husband,Black,Male,>50K
23900, 23900, 37,United-States,259089,Exec-managerial,13,Divorced,0,Bachelors,0,40,Private,Not-in-family,White,Male,<=50K
23901, 23901, 27,United-States,21856,Craft-repair,10,Never-married,0,Some-college,0,40,Private,Not-in-family,Black,Male,<=50K
23902, 23902, 46,United-States,207946,Prof-specialty,14,Divorced,0,Masters,0,43,Local-gov,Unmarried,White,Female,<=50K
23903, 23903, 29,United-States,77009,Sales,7,Separated,0,11th,2754,42,Private,Not-in-family,White,Female,<=50K
23904, 23904, 33,United-States,36539,Exec-managerial,13,Married-civ-spouse,0,Bachelors,0,40,Private,Wife,White,Female,>50K
23905, 23905, 62,United-States,176811,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
23906, 23906, 46,United-States,456062,Prof-specialty,16,Married-civ-spouse,0,Doctorate,2415,55,Private,Husband,White,Male,>50K
23907, 23907, 28,United-States,277746,Machine-op-inspct,6,Married-civ-spouse,0,10th,0,40,Private,Husband,White,Male,<=50K
23908, 23908, 22,United-States,288132,Sales,10,Never-married,0,Some-college,0,35,Private,Own-child,White,Female,<=50K
23909, 23909, 46,United-States,344415,Armed-Forces,14,Married-civ-spouse,0,Masters,1887,40,Federal-gov,Husband,White,Male,>50K
23910, 23910, 54,United-States,206964,Sales,10,Married-civ-spouse,0,Some-college,1977,40,Self-emp-inc,Husband,White,Male,>50K
23911, 23911, 34,United-States,198091,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,72,Private,Husband,White,Male,<=50K
23912, 23912, 62,United-States,588484,Sales,13,Married-civ-spouse,0,Bachelors,0,20,Private,Husband,White,Male,>50K
23913, 23913, 30,Poland,113364,Handlers-cleaners,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,<=50K
23914, 23914, 19,United-States,270551,Other-service,9,Never-married,0,HS-grad,0,20,Private,Own-child,White,Male,<=50K
23915, 23915, 27,United-States,190525,Machine-op-inspct,11,Never-married,0,Assoc-voc,0,45,Private,Unmarried,White,Male,<=50K
23916, 23916, 36,United-States,153066,Craft-repair,10,Married-civ-spouse,0,Some-college,0,50,Private,Husband,White,Male,>50K
