pid, time, native-country, occupation, marital-status, education, hours-per-week, capital-loss, capital-gain, education-num, fnlwgt, age, workclass, relationship, race, sex, income
24161, 24161,United-States,Sales,Married-civ-spouse,Bachelors,30,0,0,13,180931, 24,Private,Husband,Black,Male,<=50K
24162, 24162,United-States,Sales,Married-civ-spouse,HS-grad,40,0,0,9,183173, 51,Self-emp-not-inc,Husband,White,Male,>50K
24163, 24163,Cuba,Exec-managerial,Married-civ-spouse,Bachelors,50,0,0,13,120131, 47,Self-emp-inc,Husband,White,Male,>50K
24164, 24164,United-States,Farming-fishing,Never-married,HS-grad,50,0,0,9,263300, 25,Self-emp-not-inc,Not-in-family,White,Male,<=50K
24165, 24165,United-States,Prof-specialty,Married-civ-spouse,Prof-school,55,0,0,15,226443, 34,Private,Husband,White,Male,>50K
24166, 24166,United-States,Sales,Never-married,11th,20,1602,0,7,404868, 18,Private,Own-child,Black,Female,<=50K
24167, 24167,United-States,Exec-managerial,Never-married,Some-college,28,0,0,10,208506, 19,Private,Own-child,White,Female,<=50K
24168, 24168,United-States,Craft-repair,Divorced,Some-college,40,0,0,10,46746, 32,Private,Unmarried,White,Male,<=50K
24169, 24169,United-States,Sales,Married-civ-spouse,HS-grad,40,0,0,9,246183, 49,Private,Husband,White,Male,>50K
24170, 24170,United-States,Craft-repair,Married-civ-spouse,HS-grad,55,0,0,9,122749, 43,Private,Husband,White,Male,<=50K
24171, 24171,United-States,Exec-managerial,Married-civ-spouse,Masters,40,0,99999,14,38822, 71,Self-emp-inc,Husband,White,Male,>50K
24172, 24172,United-States,Adm-clerical,Never-married,HS-grad,40,0,0,9,167963, 59,Private,Unmarried,White,Male,<=50K
24173, 24173,United-States,Exec-managerial,Married-civ-spouse,Bachelors,40,0,0,13,273241, 32,Private,Wife,White,Female,>50K
24174, 24174,United-States,Exec-managerial,Never-married,Bachelors,40,0,0,13,120238, 25,Private,Not-in-family,White,Male,<=50K
24175, 24175,Ireland,Exec-managerial,Married-civ-spouse,HS-grad,40,0,0,9,167990, 32,Private,Husband,White,Male,<=50K
24176, 24176,United-States,Handlers-cleaners,Never-married,11th,15,0,0,7,225507, 17,Private,Not-in-family,Black,Female,<=50K
24177, 24177,United-States,Prof-specialty,Married-civ-spouse,Prof-school,35,0,0,15,125000, 57,Self-emp-inc,Husband,White,Male,>50K
24178, 24178,United-States,Handlers-cleaners,Never-married,12th,15,0,0,8,174120, 17,Self-emp-not-inc,Own-child,White,Male,<=50K
24179, 24179,Philippines,Tech-support,Never-married,Bachelors,40,0,0,13,230959, 27,Private,Own-child,Asian-Pac-Islander,Female,<=50K
24180, 24180,United-States,Protective-serv,Married-civ-spouse,HS-grad,40,0,0,9,132125, 41,Local-gov,Husband,White,Male,<=50K
24181, 24181,United-States,Sales,Never-married,11th,25,0,0,7,227178, 19,Private,Not-in-family,White,Female,<=50K
24182, 24182,Puerto-Rico,Other-service,Divorced,5th-6th,40,0,0,3,165798, 41,Private,Unmarried,White,Female,<=50K
24183, 24183,United-States,Exec-managerial,Never-married,Bachelors,50,0,0,13,129573, 39,Private,Not-in-family,White,Male,>50K
24184, 24184,United-States,Craft-repair,Never-married,HS-grad,40,0,0,9,224377, 30,Private,Not-in-family,White,Male,<=50K
24185, 24185,United-States,Machine-op-inspct,Married-civ-spouse,Bachelors,40,0,0,13,179481, 37,Private,Husband,White,Male,>50K
24186, 24186,United-States,Adm-clerical,Never-married,11th,15,0,0,7,434268, 18,Private,Own-child,White,Female,<=50K
24187, 24187,United-States,Sales,Married-civ-spouse,Bachelors,45,0,0,13,173716, 40,Self-emp-not-inc,Husband,White,Male,>50K
24188, 24188,Cuba,Sales,Married-civ-spouse,Some-college,60,1485,0,10,244803, 38,Self-emp-inc,Husband,White,Male,>50K
24189, 24189,United-States,Sales,Never-married,HS-grad,40,0,0,9,114230, 24,Private,Other-relative,White,Male,<=50K
24190, 24190,United-States,Craft-repair,Married-civ-spouse,HS-grad,50,0,0,9,188661, 33,Private,Husband,White,Male,<=50K
24191, 24191,United-States,Handlers-cleaners,Married-civ-spouse,Bachelors,40,0,0,13,216093, 48,Private,Husband,White,Male,<=50K
24192, 24192,United-States,Sales,Married-civ-spouse,Bachelors,40,0,0,13,124963, 51,Private,Husband,White,Male,>50K
24193, 24193,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,85341, 48,Private,Husband,White,Male,<=50K
24194, 24194,United-States,Craft-repair,Married-civ-spouse,7th-8th,45,0,0,4,193490, 43,Private,Husband,White,Male,<=50K
24195, 24195,United-States,Exec-managerial,Never-married,Prof-school,50,0,0,15,80058, 34,Private,Own-child,White,Male,<=50K
24196, 24196,United-States,Craft-repair,Separated,Assoc-voc,30,0,0,11,139907, 41,Private,Not-in-family,White,Male,<=50K
24197, 24197,United-States,Prof-specialty,Divorced,Prof-school,60,0,27828,15,54342, 51,Self-emp-inc,Not-in-family,White,Male,>50K
24198, 24198,United-States,Craft-repair,Never-married,HS-grad,40,0,0,9,188767, 25,Private,Own-child,White,Male,<=50K
24199, 24199,United-States,Other-service,Never-married,HS-grad,50,0,0,9,117222, 20,Private,Own-child,White,Male,<=50K
24200, 24200,United-States,Exec-managerial,Married-civ-spouse,HS-grad,45,0,2829,9,171831, 61,Self-emp-inc,Husband,White,Male,<=50K
24201, 24201,United-States,Exec-managerial,Divorced,Some-college,70,0,0,10,187119, 35,Private,Not-in-family,White,Female,<=50K
24202, 24202,United-States,Prof-specialty,Divorced,Masters,40,0,0,14,97277, 42,Local-gov,Unmarried,White,Female,<=50K
24203, 24203,United-States,Other-service,Never-married,HS-grad,16,0,0,9,219760, 26,Local-gov,Other-relative,White,Male,<=50K
24204, 24204,United-States,Other-service,Married-civ-spouse,HS-grad,50,0,0,9,63299, 46,Private,Husband,White,Male,<=50K
24205, 24205,United-States,Prof-specialty,Never-married,Bachelors,40,0,0,13,171482, 39,State-gov,Not-in-family,White,Male,>50K
24206, 24206,United-States,Sales,Never-married,Some-college,80,0,0,10,210869, 29,Private,Own-child,Black,Male,<=50K
24207, 24207,United-States,Craft-repair,Married-spouse-absent,Some-college,40,0,0,10,38312, 39,Private,Unmarried,White,Male,>50K
24208, 24208,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,119939, 47,Private,Husband,White,Male,>50K
24209, 24209,United-States,Transport-moving,Married-civ-spouse,Some-college,50,0,0,10,83953, 40,Private,Husband,White,Male,>50K
24210, 24210,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,101383, 43,State-gov,Husband,White,Male,>50K
24211, 24211,United-States,Handlers-cleaners,Divorced,HS-grad,40,0,0,9,204374, 32,Private,Not-in-family,White,Male,<=50K
24212, 24212,United-States,Sales,Divorced,10th,40,0,0,6,176831, 31,Private,Other-relative,White,Female,<=50K
24213, 24213,United-States,Adm-clerical,Married-civ-spouse,Assoc-acdm,40,0,0,12,251305, 44,Federal-gov,Husband,White,Male,>50K
24214, 24214,United-States,Protective-serv,Married-civ-spouse,Bachelors,40,0,0,13,200947, 46,Local-gov,Husband,White,Male,>50K
24215, 24215,United-States,Prof-specialty,Married-civ-spouse,Masters,50,0,0,14,46704, 53,Self-emp-not-inc,Husband,White,Male,>50K
24216, 24216,United-States,Exec-managerial,Married-civ-spouse,Bachelors,40,0,0,13,119721, 43,Private,Husband,White,Male,<=50K
24217, 24217,United-States,Prof-specialty,Never-married,Bachelors,40,0,0,13,58930, 41,State-gov,Not-in-family,White,Female,<=50K
24218, 24218,United-States,Other-service,Widowed,HS-grad,40,0,0,9,247750, 35,Private,Unmarried,Black,Male,<=50K
24219, 24219,United-States,Sales,Married-civ-spouse,Bachelors,45,0,0,13,67725, 48,Private,Husband,White,Male,<=50K
24220, 24220,United-States,Exec-managerial,Married-civ-spouse,Masters,40,0,0,14,200775, 28,State-gov,Wife,White,Female,<=50K
24221, 24221,United-States,Prof-specialty,Widowed,Bachelors,32,0,0,13,183542, 44,Private,Unmarried,White,Female,<=50K
24222, 24222,United-States,Prof-specialty,Widowed,Prof-school,40,0,0,15,123325, 51,Local-gov,Not-in-family,White,Female,<=50K
24223, 24223,United-States,Transport-moving,Never-married,HS-grad,50,0,0,9,269786, 28,Private,Unmarried,White,Male,<=50K
24224, 24224,United-States,Craft-repair,Never-married,Bachelors,60,0,0,13,51089, 36,Private,Not-in-family,White,Male,<=50K
24225, 24225,United-States,Other-service,Married-civ-spouse,HS-grad,35,0,0,9,136985, 28,Private,Husband,White,Male,<=50K
24226, 24226,United-States,Sales,Never-married,Some-college,40,0,0,10,129350, 21,Private,Own-child,White,Male,<=50K
24227, 24227,United-States,Craft-repair,Married-civ-spouse,Some-college,40,0,0,10,61299, 36,Local-gov,Husband,White,Male,<=50K
24228, 24228,United-States,Prof-specialty,Never-married,HS-grad,43,0,0,9,257644, 31,Private,Not-in-family,White,Male,<=50K
24229, 24229,United-States,Farming-fishing,Married-civ-spouse,HS-grad,60,0,0,9,70884, 44,Self-emp-not-inc,Husband,White,Male,<=50K
24230, 24230,United-States,Handlers-cleaners,Divorced,11th,40,0,0,7,159726, 49,Local-gov,Unmarried,White,Male,<=50K
24231, 24231,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,174395, 40,Private,Husband,White,Male,<=50K
24232, 24232,China,Prof-specialty,Married-civ-spouse,Doctorate,40,0,0,16,175534, 64,Federal-gov,Husband,Asian-Pac-Islander,Male,>50K
24233, 24233,United-States,Prof-specialty,Married-civ-spouse,Masters,40,0,7688,14,173050, 54,Local-gov,Husband,White,Male,>50K
24234, 24234,South,Sales,Married-civ-spouse,Some-college,55,0,0,10,32519, 27,Private,Husband,Asian-Pac-Islander,Male,<=50K
24235, 24235,United-States,Other-service,Never-married,Some-college,20,0,0,10,322999, 18,Private,Own-child,White,Female,<=50K
24236, 24236,United-States,Craft-repair,Married-civ-spouse,9th,44,0,0,5,148874, 68,Private,Husband,Black,Male,<=50K
24237, 24237,United-States,Prof-specialty,Widowed,Doctorate,80,0,0,16,43738, 64,Private,Not-in-family,White,Male,>50K
24238, 24238,United-States,Transport-moving,Married-civ-spouse,HS-grad,40,0,0,9,195385, 36,Private,Husband,Amer-Indian-Eskimo,Male,<=50K
24239, 24239,United-States,Farming-fishing,Never-married,HS-grad,24,0,0,9,149809, 21,Private,Own-child,White,Male,<=50K
24240, 24240,United-States,Craft-repair,Never-married,Some-college,30,0,0,10,51985, 22,Private,Own-child,White,Male,<=50K
24241, 24241,United-States,Prof-specialty,Married-civ-spouse,Bachelors,40,0,0,13,105384, 61,Private,Husband,White,Male,<=50K
24242, 24242,Greece,Sales,Never-married,Some-college,10,0,0,10,137591, 24,Private,Own-child,White,Male,<=50K
24243, 24243,United-States,Prof-specialty,Married-civ-spouse,Bachelors,50,0,0,13,324791, 49,State-gov,Husband,White,Male,>50K
24244, 24244,El-Salvador,Priv-house-serv,Separated,Some-college,30,0,0,10,184303, 25,Private,Other-relative,White,Female,<=50K
24245, 24245,United-States,Prof-specialty,Never-married,Some-college,45,0,0,10,274010, 29,Private,Not-in-family,White,Male,<=50K
24246, 24246,United-States,Sales,Never-married,HS-grad,40,0,0,9,321031, 22,Private,Own-child,Black,Female,<=50K
24247, 24247,United-States,Prof-specialty,Married-civ-spouse,Some-college,40,0,0,10,313929, 57,Federal-gov,Husband,Amer-Indian-Eskimo,Male,<=50K
24248, 24248,United-States,Prof-specialty,Never-married,Bachelors,40,1741,0,13,394669, 41,Private,Not-in-family,White,Female,<=50K
24249, 24249,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,152951, 29,Private,Husband,White,Male,>50K
24250, 24250,United-States,Adm-clerical,Never-married,Some-college,35,0,0,10,247115, 20,Private,Unmarried,Black,Female,<=50K
24251, 24251,United-States,Sales,Married-civ-spouse,Prof-school,45,0,0,15,175958, 47,Private,Husband,White,Male,>50K
24252, 24252,United-States,Exec-managerial,Never-married,HS-grad,55,0,0,9,109039, 22,Private,Not-in-family,White,Female,<=50K
24253, 24253,United-States,Prof-specialty,Divorced,Assoc-voc,50,0,0,11,141326, 59,Self-emp-inc,Not-in-family,White,Male,>50K
24254, 24254,United-States,Adm-clerical,Married-civ-spouse,Masters,40,0,0,14,74334, 42,State-gov,Husband,Amer-Indian-Eskimo,Male,>50K
24255, 24255,United-States,Prof-specialty,Never-married,Some-college,35,0,0,10,47462, 64,Self-emp-not-inc,Not-in-family,White,Female,<=50K
24256, 24256,United-States,Other-service,Married-spouse-absent,HS-grad,40,0,0,9,182344, 29,Federal-gov,Unmarried,Black,Male,<=50K
24257, 24257,United-States,Craft-repair,Never-married,Some-college,20,0,0,10,295912, 25,State-gov,Not-in-family,White,Male,<=50K
24258, 24258,United-States,Exec-managerial,Divorced,Some-college,40,0,0,10,311495, 62,Private,Not-in-family,White,Female,<=50K
24259, 24259,United-States,Exec-managerial,Divorced,Masters,45,0,10520,14,236746, 44,Private,Not-in-family,White,Male,>50K
24260, 24260,United-States,Other-service,Separated,HS-grad,40,0,0,9,187643, 21,Private,Not-in-family,White,Female,<=50K
24261, 24261,United-States,Prof-specialty,Married-civ-spouse,Some-college,40,0,7298,10,282923, 60,Private,Husband,White,Male,>50K
24262, 24262,United-States,Machine-op-inspct,Divorced,10th,40,0,0,6,501671, 46,Private,Unmarried,Black,Male,<=50K
24263, 24263,United-States,Tech-support,Divorced,Bachelors,40,2258,0,13,29591, 44,Federal-gov,Not-in-family,White,Male,>50K
24264, 24264,United-States,Other-service,Never-married,HS-grad,19,0,0,9,301556, 21,Private,Own-child,White,Female,<=50K
24265, 24265,United-States,Handlers-cleaners,Never-married,11th,18,0,0,7,187240, 18,Private,Own-child,White,Male,<=50K
24266, 24266,United-States,Prof-specialty,Married-civ-spouse,Bachelors,32,0,5013,13,219483, 39,Private,Wife,White,Female,<=50K
24267, 24267,United-States,Prof-specialty,Married-civ-spouse,Masters,45,0,0,14,594187, 33,Private,Husband,White,Male,>50K
24268, 24268,United-States,Transport-moving,Divorced,1st-4th,40,0,0,2,200474, 63,Private,Not-in-family,White,Male,<=50K
24269, 24269,United-States,Protective-serv,Married-civ-spouse,HS-grad,52,0,0,9,152795, 52,Local-gov,Husband,White,Male,>50K
24270, 24270,United-States,Sales,Never-married,9th,22,0,0,5,230789, 17,Private,Own-child,Black,Male,<=50K
24271, 24271,United-States,Prof-specialty,Married-civ-spouse,Prof-school,50,1485,0,15,311231, 45,Self-emp-inc,Husband,White,Male,>50K
24272, 24272,United-States,Sales,Never-married,HS-grad,40,0,0,9,114691, 31,Private,Own-child,White,Male,<=50K
24273, 24273,United-States,Tech-support,Married-civ-spouse,Some-college,40,0,0,10,194591, 35,Private,Husband,White,Male,<=50K
24274, 24274,United-States,Machine-op-inspct,Married-civ-spouse,HS-grad,40,0,0,9,114691, 31,Private,Husband,White,Male,>50K
24275, 24275,United-States,Prof-specialty,Divorced,Some-college,40,0,0,10,42017, 51,State-gov,Not-in-family,White,Female,<=50K
24276, 24276,United-States,Craft-repair,Married-civ-spouse,HS-grad,60,0,0,9,383384, 48,Local-gov,Husband,White,Male,<=50K
24277, 24277,United-States,Handlers-cleaners,Married-civ-spouse,HS-grad,40,0,0,9,29444, 28,Private,Husband,Amer-Indian-Eskimo,Male,<=50K
24278, 24278,Columbia,Adm-clerical,Divorced,Some-college,40,0,0,10,277022, 38,Private,Unmarried,White,Female,<=50K
24279, 24279,United-States,Prof-specialty,Married-civ-spouse,Bachelors,40,0,0,13,113324, 43,Local-gov,Husband,White,Male,>50K
24280, 24280,United-States,Handlers-cleaners,Married-civ-spouse,HS-grad,40,0,0,9,342709, 30,Private,Husband,White,Male,<=50K
24281, 24281,United-States,Sales,Never-married,12th,55,0,0,8,179203, 24,Private,Other-relative,White,Male,<=50K
24282, 24282,United-States,Exec-managerial,Married-civ-spouse,Bachelors,60,0,0,13,251474, 46,Private,Husband,White,Male,>50K
24283, 24283,United-States,Transport-moving,Married-civ-spouse,10th,60,0,0,6,93730, 50,Private,Husband,White,Male,<=50K
24284, 24284,United-States,Other-service,Separated,HS-grad,35,0,0,9,37894, 22,Private,Other-relative,White,Male,<=50K
24285, 24285,United-States,Adm-clerical,Never-married,HS-grad,15,0,0,9,272918, 18,State-gov,Own-child,Black,Male,<=50K
24286, 24286,United-States,Prof-specialty,Married-civ-spouse,Bachelors,45,0,0,13,151411, 53,Private,Husband,White,Male,>50K
24287, 24287,United-States,Prof-specialty,Married-civ-spouse,Bachelors,44,0,0,13,210648, 40,Private,Husband,White,Male,>50K
24288, 24288,United-States,Prof-specialty,Married-civ-spouse,Doctorate,35,0,0,16,347491, 36,Self-emp-not-inc,Husband,White,Male,<=50K
24289, 24289,United-States,Exec-managerial,Married-civ-spouse,Bachelors,43,0,0,13,255885, 32,Private,Husband,White,Male,>50K
24290, 24290,United-States,Farming-fishing,Never-married,HS-grad,12,0,0,9,356838, 39,Private,Own-child,White,Male,<=50K
24291, 24291,United-States,Handlers-cleaners,Married-civ-spouse,HS-grad,40,0,0,9,216164, 46,Private,Husband,White,Male,<=50K
24292, 24292,United-States,Adm-clerical,Never-married,Bachelors,42,0,0,13,288781, 26,Local-gov,Not-in-family,White,Male,<=50K
24293, 24293,United-States,Sales,Never-married,Some-college,15,0,0,10,439779, 19,Private,Own-child,White,Male,<=50K
24294, 24294,Ecuador,Machine-op-inspct,Married-civ-spouse,HS-grad,40,0,0,9,161638, 24,Private,Not-in-family,White,Female,<=50K
24295, 24295,United-States,Prof-specialty,Never-married,Masters,40,0,0,14,190525, 28,Private,Own-child,White,Male,<=50K
24296, 24296,United-States,Prof-specialty,Never-married,Masters,40,0,0,14,276249, 25,Local-gov,Own-child,White,Female,<=50K
24297, 24297,United-States,Exec-managerial,Married-civ-spouse,Some-college,40,0,0,10,147265, 44,Private,Husband,White,Male,>50K
24298, 24298,Nicaragua,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,245090, 38,Private,Husband,White,Male,<=50K
24299, 24299,United-States,Exec-managerial,Divorced,Masters,45,0,0,14,219682, 42,State-gov,Not-in-family,White,Male,<=50K
24300, 24300,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,392100, 28,Private,Own-child,White,Male,<=50K
24301, 24301,United-States,Sales,Never-married,Bachelors,60,0,0,13,262244, 47,Private,Not-in-family,Black,Male,>50K
24302, 24302,Guatemala,Machine-op-inspct,Married-civ-spouse,HS-grad,35,0,3411,9,171228, 46,Private,Husband,White,Male,<=50K
24303, 24303,Mexico,Adm-clerical,Never-married,Some-college,40,0,0,10,218445, 21,Local-gov,Own-child,White,Female,<=50K
24304, 24304,United-States,Exec-managerial,Never-married,Bachelors,45,0,0,13,509462, 35,Private,Not-in-family,White,Female,<=50K
24305, 24305,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,213258, 26,Private,Husband,White,Male,<=50K
24306, 24306,United-States,Other-service,Never-married,Some-college,30,0,0,10,118401, 21,Private,Not-in-family,White,Female,<=50K
24307, 24307,United-States,Farming-fishing,Married-civ-spouse,7th-8th,40,0,0,4,45814, 67,Self-emp-not-inc,Husband,White,Male,<=50K
24308, 24308,United-States,Exec-managerial,Never-married,HS-grad,40,0,0,9,329733, 54,Private,Unmarried,White,Male,>50K
24309, 24309,United-States,Tech-support,Never-married,Masters,25,0,0,14,29957, 26,Private,Other-relative,White,Male,<=50K
24310, 24310,United-States,Prof-specialty,Divorced,Bachelors,50,0,0,13,215854, 51,Private,Not-in-family,White,Female,<=50K
24311, 24311,United-States,Craft-repair,Divorced,Some-college,45,0,0,10,327766, 27,Private,Not-in-family,White,Male,<=50K
24312, 24312,United-States,Machine-op-inspct,Divorced,Some-college,40,0,0,10,80680, 39,Private,Own-child,White,Female,<=50K
24313, 24313,United-States,Exec-managerial,Divorced,Bachelors,48,0,0,13,177792, 32,Private,Not-in-family,White,Female,>50K
24314, 24314,United-States,Craft-repair,Separated,HS-grad,40,0,0,9,273514, 52,Private,Not-in-family,White,Male,<=50K
24315, 24315,United-States,Handlers-cleaners,Married-civ-spouse,Some-college,40,0,0,10,202373, 21,Private,Husband,Black,Male,<=50K
24316, 24316,United-States,Protective-serv,Never-married,HS-grad,38,0,0,9,332785, 27,Local-gov,Own-child,White,Male,<=50K
24317, 24317,United-States,Transport-moving,Married-spouse-absent,7th-8th,45,0,0,4,149640, 46,Private,Not-in-family,White,Male,<=50K
24318, 24318,United-States,Other-service,Married-civ-spouse,Assoc-voc,30,0,0,11,40151, 42,Private,Husband,White,Male,<=50K
24319, 24319,United-States,Sales,Married-civ-spouse,Bachelors,20,0,0,13,183686, 79,Self-emp-inc,Husband,White,Male,>50K
24320, 24320,United-States,Exec-managerial,Married-civ-spouse,Bachelors,40,0,0,13,32801, 50,Federal-gov,Wife,Amer-Indian-Eskimo,Female,>50K
24321, 24321,United-States,Adm-clerical,Never-married,Some-college,40,0,2174,10,134026, 43,Federal-gov,Other-relative,White,Male,<=50K
24322, 24322,United-States,Prof-specialty,Married-civ-spouse,Masters,60,0,0,14,96678, 51,Local-gov,Husband,White,Male,<=50K
24323, 24323,United-States,Transport-moving,Married-civ-spouse,Some-college,50,0,7298,10,174533, 45,Private,Husband,White,Male,>50K
24324, 24324,United-States,Protective-serv,Separated,HS-grad,20,0,991,9,180807, 65,Private,Not-in-family,White,Male,<=50K
24325, 24325,United-States,Sales,Married-civ-spouse,Bachelors,5,0,0,13,186324, 66,Private,Husband,White,Male,>50K
24326, 24326,United-States,Farming-fishing,Married-civ-spouse,Assoc-voc,99,0,0,11,257250, 36,Self-emp-not-inc,Husband,White,Male,<=50K
24327, 24327,United-States,Prof-specialty,Never-married,Assoc-acdm,36,0,0,12,212800, 26,Private,Own-child,White,Female,<=50K
24328, 24328,United-States,Sales,Never-married,Some-college,50,0,0,10,55360, 28,Private,Not-in-family,Black,Male,<=50K
24329, 24329,United-States,Prof-specialty,Married-civ-spouse,Prof-school,45,0,0,15,195253, 39,Self-emp-not-inc,Husband,White,Male,>50K
24330, 24330,United-States,Transport-moving,Married-civ-spouse,Some-college,60,0,0,10,45156, 43,Private,Husband,White,Male,<=50K
24331, 24331,Mexico,Other-service,Never-married,HS-grad,40,0,0,9,435469, 20,Private,Own-child,White,Female,<=50K
24332, 24332,United-States,Tech-support,Divorced,Some-college,40,0,0,10,231287, 29,Private,Unmarried,White,Male,<=50K
24333, 24333,United-States,Sales,Married-civ-spouse,Bachelors,50,1848,0,13,168854, 32,Private,Husband,White,Male,>50K
24334, 24334,United-States,Exec-managerial,Divorced,Bachelors,40,0,3325,13,185057, 44,Self-emp-not-inc,Not-in-family,White,Female,<=50K
24335, 24335,United-States,Handlers-cleaners,Married-civ-spouse,Some-college,40,0,0,10,165517, 60,Private,Husband,White,Male,<=50K
24336, 24336,United-States,Sales,Married-civ-spouse,HS-grad,40,0,0,9,73161, 34,Private,Husband,White,Male,>50K
24337, 24337,United-States,Handlers-cleaners,Widowed,HS-grad,40,0,0,9,178792, 60,Private,Not-in-family,White,Female,<=50K
24338, 24338,United-States,Sales,Divorced,11th,40,0,0,7,32897, 38,Private,Unmarried,White,Female,<=50K
24339, 24339,United-States,Machine-op-inspct,Married-civ-spouse,Assoc-voc,40,0,0,11,250967, 29,Private,Husband,White,Male,<=50K
24340, 24340,United-States,Craft-repair,Never-married,Some-college,40,1408,0,10,41901, 41,Private,Not-in-family,White,Male,<=50K
24341, 24341,United-States,Exec-managerial,Divorced,Bachelors,40,0,0,13,379779, 49,Private,Not-in-family,White,Female,<=50K
24342, 24342,Mexico,Other-service,Separated,5th-6th,40,0,0,3,217838, 37,Private,Unmarried,White,Female,<=50K
24343, 24343,United-States,Prof-specialty,Never-married,Doctorate,60,2559,0,16,137527, 37,Self-emp-not-inc,Not-in-family,White,Female,>50K
24344, 24344,United-States,Sales,Married-civ-spouse,Some-college,38,0,0,10,198965, 43,Private,Husband,White,Male,>50K
24345, 24345,United-States,Prof-specialty,Widowed,Masters,55,0,4650,14,70645, 41,Private,Not-in-family,White,Female,<=50K
24346, 24346,United-States,Craft-repair,Never-married,9th,60,0,0,5,175081, 19,Private,Other-relative,White,Male,<=50K
24347, 24347,United-States,Transport-moving,Married-civ-spouse,Some-college,35,0,0,10,180299, 29,Private,Husband,White,Male,<=50K
24348, 24348,United-States,Craft-repair,Married-civ-spouse,HS-grad,15,0,0,9,548664, 40,Self-emp-not-inc,Husband,White,Male,<=50K
24349, 24349,United-States,Exec-managerial,Married-civ-spouse,7th-8th,40,0,0,4,278114, 53,Private,Husband,White,Male,>50K
24350, 24350,United-States,Sales,Married-civ-spouse,Bachelors,55,0,0,13,394927, 27,Private,Husband,White,Male,<=50K
24351, 24351,England,Craft-repair,Married-civ-spouse,HS-grad,50,0,7298,9,127482, 44,Self-emp-not-inc,Husband,White,Male,>50K
24352, 24352,United-States,Craft-repair,Divorced,Assoc-acdm,38,0,0,12,236938, 29,Private,Unmarried,White,Female,<=50K
24353, 24353,Mexico,Machine-op-inspct,Married-civ-spouse,5th-6th,40,0,0,3,232991, 25,Private,Husband,Other,Male,<=50K
24354, 24354,United-States,Sales,Married-civ-spouse,HS-grad,55,0,0,9,34378, 38,Private,Husband,White,Male,<=50K
24355, 24355,United-States,Exec-managerial,Married-civ-spouse,Bachelors,50,0,0,13,81513, 48,Self-emp-inc,Husband,White,Male,>50K
24356, 24356,United-States,Other-service,Never-married,Some-college,12,0,0,10,106780, 18,Private,Own-child,White,Female,<=50K
24357, 24357,United-States,Craft-repair,Divorced,HS-grad,50,1408,0,9,178596, 50,Private,Unmarried,White,Male,<=50K
24358, 24358,United-States,Adm-clerical,Married-civ-spouse,HS-grad,40,0,0,9,329026, 37,Private,Wife,White,Female,>50K
24359, 24359,United-States,Other-service,Widowed,Bachelors,20,0,0,13,26490, 48,Private,Unmarried,White,Female,<=50K
24360, 24360,United-States,Other-service,Never-married,Some-college,32,0,0,10,338033, 50,Private,Not-in-family,White,Male,<=50K
24361, 24361,United-States,Adm-clerical,Never-married,Some-college,30,0,0,10,21154, 24,Private,Own-child,White,Female,<=50K
24362, 24362,United-States,Tech-support,Married-civ-spouse,Some-college,40,0,0,10,209449, 34,Private,Husband,Black,Male,>50K
24363, 24363,United-States,Sales,Never-married,Some-college,40,0,0,10,389143, 19,Private,Own-child,White,Male,<=50K
24364, 24364,United-States,Machine-op-inspct,Never-married,HS-grad,40,0,0,9,101260, 39,Private,Own-child,White,Male,<=50K
24365, 24365,United-States,Other-service,Divorced,Some-college,40,0,0,10,198270, 40,Private,Not-in-family,White,Female,<=50K
24366, 24366,United-States,Adm-clerical,Never-married,HS-grad,40,0,0,9,45781, 30,Private,Unmarried,White,Female,<=50K
24367, 24367,United-States,Adm-clerical,Never-married,HS-grad,40,0,0,9,134566, 27,Private,Not-in-family,White,Male,<=50K
24368, 24368,United-States,Adm-clerical,Married-civ-spouse,Some-college,40,0,0,10,422813, 46,Private,Husband,White,Male,>50K
24369, 24369,United-States,Prof-specialty,Never-married,Bachelors,50,0,0,13,103277, 24,Local-gov,Own-child,White,Female,<=50K
24370, 24370,United-States,Other-service,Never-married,12th,20,0,0,8,201871, 18,Private,Own-child,White,Male,<=50K
24371, 24371,United-States,Prof-specialty,Married-civ-spouse,Doctorate,60,0,0,16,167728, 50,Self-emp-not-inc,Husband,White,Male,>50K
24372, 24372,United-States,Machine-op-inspct,Married-civ-spouse,11th,40,0,0,7,211517, 42,Private,Husband,White,Male,<=50K
24373, 24373,United-States,Transport-moving,Married-civ-spouse,9th,40,0,0,5,118212, 42,Private,Husband,White,Male,<=50K
24374, 24374,United-States,Adm-clerical,Married-civ-spouse,Assoc-voc,40,0,3471,11,259846, 37,Private,Husband,White,Male,<=50K
