pid, time, age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, education, marital-status, occupation, native-country, workclass, relationship, race, sex, income
25170, 25170, 19,112269,10,0,0,40,Some-college,Never-married,Other-service,United-States,Private,Other-relative,White,Female,<=50K
25171, 25171, 26,171928,11,0,0,50,Assoc-voc,Never-married,Craft-repair,Japan,Federal-gov,Own-child,White,Male,<=50K
25172, 25172, 50,95435,4,0,1579,65,7th-8th,Married-civ-spouse,Transport-moving,Canada,Private,Husband,White,Male,<=50K
25173, 25173, 45,179638,14,0,0,40,Masters,Divorced,Exec-managerial,United-States,Federal-gov,Not-in-family,White,Male,>50K
25174, 25174, 46,125892,14,0,0,50,Masters,Married-civ-spouse,Sales,United-States,Self-emp-inc,Husband,White,Male,>50K
25175, 25175, 17,721712,6,0,0,15,10th,Never-married,Other-service,United-States,Private,Own-child,White,Male,<=50K
25176, 25176, 56,197369,4,0,0,40,7th-8th,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
25177, 25177, 25,353795,10,3103,0,40,Some-college,Married-civ-spouse,Adm-clerical,United-States,Private,Wife,Black,Female,>50K
25178, 25178, 47,334679,14,0,0,42,Masters,Separated,Machine-op-inspct,India,Private,Unmarried,Asian-Pac-Islander,Female,<=50K
25179, 25179, 23,235853,9,0,0,45,HS-grad,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,<=50K
25180, 25180, 51,353281,9,0,0,20,HS-grad,Separated,Other-service,United-States,Self-emp-not-inc,Unmarried,White,Female,<=50K
25181, 25181, 19,203061,10,0,0,25,Some-college,Never-married,Tech-support,United-States,Private,Not-in-family,White,Female,<=50K
25182, 25182, 33,62932,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
25183, 25183, 32,118551,9,0,0,80,HS-grad,Divorced,Other-service,United-States,Private,Unmarried,White,Female,<=50K
25184, 25184, 52,99184,9,0,0,40,HS-grad,Divorced,Transport-moving,United-States,Private,Not-in-family,White,Male,<=50K
25185, 25185, 36,189674,10,0,0,40,Some-college,Separated,Other-service,United-States,Private,Other-relative,Black,Female,<=50K
25186, 25186, 34,226883,9,0,0,40,HS-grad,Divorced,Craft-repair,United-States,Private,Not-in-family,White,Male,<=50K
25187, 25187, 26,66872,8,0,0,98,12th,Married-civ-spouse,Sales,Dominican-Republic,Self-emp-inc,Husband,Other,Male,<=50K
25188, 25188, 35,268292,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,United-States,Local-gov,Husband,White,Male,<=50K
25189, 25189, 58,139290,13,0,0,40,Bachelors,Married-civ-spouse,Adm-clerical,United-States,Federal-gov,Husband,White,Male,>50K
25190, 25190, 32,206541,7,0,0,50,11th,Divorced,Craft-repair,United-States,Private,Own-child,White,Male,<=50K
25191, 25191, 23,203139,10,0,0,40,Some-college,Never-married,Other-service,United-States,Private,Other-relative,White,Female,<=50K
25192, 25192, 28,294398,10,0,0,40,Some-college,Never-married,Machine-op-inspct,United-States,Self-emp-not-inc,Not-in-family,Black,Male,<=50K
25193, 25193, 20,386864,6,0,0,35,10th,Never-married,Other-service,Mexico,Private,Other-relative,White,Male,<=50K
25194, 25194, 17,369909,6,0,0,20,10th,Never-married,Other-service,United-States,Private,Own-child,White,Male,<=50K
25195, 25195, 56,89922,9,3103,0,45,HS-grad,Married-civ-spouse,Transport-moving,United-States,Private,Husband,White,Male,>50K
25196, 25196, 26,176008,9,0,0,40,HS-grad,Divorced,Adm-clerical,United-States,Private,Own-child,White,Female,<=50K
25197, 25197, 43,241506,13,1506,0,36,Bachelors,Divorced,Prof-specialty,United-States,State-gov,Unmarried,White,Female,<=50K
25198, 25198, 45,174426,10,0,0,35,Some-college,Never-married,Prof-specialty,United-States,Self-emp-not-inc,Not-in-family,White,Male,<=50K
25199, 25199, 34,167497,10,7688,0,50,Some-college,Married-civ-spouse,Exec-managerial,United-States,Private,Wife,White,Female,>50K
25200, 25200, 54,292673,2,0,0,35,1st-4th,Married-civ-spouse,Other-service,Mexico,Private,Husband,White,Male,<=50K
25201, 25201, 51,134808,9,0,0,40,HS-grad,Widowed,Other-service,United-States,Local-gov,Unmarried,White,Female,<=50K
25202, 25202, 58,95763,10,0,0,60,Some-college,Married-civ-spouse,Farming-fishing,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
25203, 25203, 49,83622,12,2597,0,40,Assoc-acdm,Separated,Adm-clerical,United-States,Private,Not-in-family,White,Female,<=50K
25204, 25204, 21,222490,11,0,0,40,Assoc-voc,Never-married,Adm-clerical,United-States,Private,Own-child,White,Female,<=50K
25205, 25205, 44,29115,10,0,0,40,Some-college,Never-married,Other-service,United-States,Private,Not-in-family,White,Female,<=50K
25206, 25206, 26,66638,13,0,0,50,Bachelors,Never-married,Exec-managerial,United-States,Private,Not-in-family,White,Female,<=50K
25207, 25207, 39,53926,13,0,0,40,Bachelors,Married-civ-spouse,Prof-specialty,United-States,Private,Husband,White,Male,<=50K
25208, 25208, 37,104359,10,0,0,40,Some-college,Married-civ-spouse,Handlers-cleaners,United-States,Private,Husband,White,Male,<=50K
25209, 25209, 49,124604,9,0,0,32,HS-grad,Divorced,Adm-clerical,United-States,Private,Not-in-family,White,Male,<=50K
25210, 25210, 45,114797,9,0,0,40,HS-grad,Separated,Machine-op-inspct,United-States,Private,Unmarried,Black,Female,<=50K
25211, 25211, 60,67320,9,0,0,40,HS-grad,Never-married,Adm-clerical,United-States,Federal-gov,Not-in-family,Black,Female,<=50K
25212, 25212, 28,53147,13,0,0,40,Bachelors,Never-married,Exec-managerial,United-States,Federal-gov,Not-in-family,Black,Male,<=50K
25213, 25213, 23,13769,10,0,0,30,Some-college,Married-civ-spouse,Machine-op-inspct,United-States,Private,Husband,Amer-Indian-Eskimo,Male,<=50K
25214, 25214, 44,202872,13,0,0,45,Bachelors,Never-married,Prof-specialty,United-States,Private,Not-in-family,White,Female,<=50K
25215, 25215, 19,149528,10,0,0,12,Some-college,Never-married,Farming-fishing,United-States,State-gov,Own-child,White,Male,<=50K
25216, 25216, 37,132879,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
25217, 25217, 41,112362,9,0,0,38,HS-grad,Married-civ-spouse,Farming-fishing,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
25218, 25218, 56,156229,13,7688,0,40,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Federal-gov,Husband,White,Male,>50K
25219, 25219, 44,131650,12,0,0,54,Assoc-acdm,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
25220, 25220, 30,154568,13,0,0,36,Bachelors,Married-civ-spouse,Craft-repair,Vietnam,Private,Husband,Asian-Pac-Islander,Male,>50K
25221, 25221, 23,132300,13,0,0,40,Bachelors,Never-married,Sales,United-States,Private,Not-in-family,White,Female,<=50K
25222, 25222, 44,124747,9,3103,0,40,HS-grad,Married-civ-spouse,Exec-managerial,United-States,Private,Wife,White,Female,>50K
25223, 25223, 38,276559,9,7688,0,70,HS-grad,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
25224, 25224, 32,106014,10,5178,0,50,Some-college,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,>50K
25225, 25225, 57,135134,14,0,0,20,Masters,Never-married,Farming-fishing,United-States,Self-emp-not-inc,Not-in-family,White,Male,<=50K
25226, 25226, 35,86648,15,7688,0,50,Prof-school,Married-civ-spouse,Prof-specialty,United-States,Private,Husband,White,Male,>50K
25227, 25227, 48,107231,13,99999,0,50,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Self-emp-not-inc,Husband,White,Male,>50K
25228, 25228, 32,113838,10,0,0,99,Some-college,Married-civ-spouse,Protective-serv,United-States,Local-gov,Husband,White,Male,<=50K
25229, 25229, 76,25319,14,0,0,15,Masters,Widowed,Prof-specialty,United-States,Federal-gov,Not-in-family,White,Female,<=50K
25230, 25230, 57,190561,9,0,0,30,HS-grad,Divorced,Handlers-cleaners,United-States,Local-gov,Not-in-family,Black,Female,<=50K
25231, 25231, 51,48343,14,7298,0,50,Masters,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
25232, 25232, 50,211116,6,0,0,40,10th,Married-civ-spouse,Other-service,United-States,Private,Husband,Black,Male,<=50K
25233, 25233, 38,226311,9,0,0,25,HS-grad,Married-AF-spouse,Other-service,United-States,Private,Wife,White,Female,<=50K
25234, 25234, 53,283743,9,0,2002,40,HS-grad,Married-civ-spouse,Transport-moving,United-States,Private,Husband,White,Male,<=50K
25235, 25235, 59,64102,4,0,0,20,7th-8th,Married-civ-spouse,Craft-repair,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
25236, 25236, 23,234663,9,0,0,40,HS-grad,Never-married,Transport-moving,United-States,Private,Own-child,White,Male,<=50K
25237, 25237, 44,247880,11,8614,0,40,Assoc-voc,Divorced,Exec-managerial,United-States,Private,Not-in-family,White,Male,>50K
25238, 25238, 23,615367,13,0,0,40,Bachelors,Never-married,Sales,United-States,Private,Not-in-family,White,Female,<=50K
25239, 25239, 23,163090,12,0,0,20,Assoc-acdm,Never-married,Sales,United-States,Private,Own-child,White,Male,<=50K
25240, 25240, 44,192225,13,0,0,40,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
25241, 25241, 30,370183,9,0,0,40,HS-grad,Married-civ-spouse,Tech-support,United-States,Private,Husband,White,Male,<=50K
25242, 25242, 28,242482,9,0,0,40,HS-grad,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,<=50K
25243, 25243, 46,169953,10,0,0,40,Some-college,Divorced,Exec-managerial,United-States,Private,Not-in-family,White,Female,<=50K
25244, 25244, 34,144182,1,0,0,25,Preschool,Never-married,Adm-clerical,United-States,Local-gov,Own-child,Black,Female,<=50K
25245, 25245, 38,125933,13,27828,0,45,Bachelors,Separated,Exec-managerial,United-States,Private,Not-in-family,White,Male,>50K
25246, 25246, 26,203777,10,0,0,37,Some-college,Never-married,Sales,United-States,Private,Not-in-family,Black,Female,<=50K
25247, 25247, 39,210991,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
25248, 25248, 28,472580,10,0,0,40,Some-college,Never-married,Sales,United-States,Private,Own-child,Black,Male,<=50K
25249, 25249, 33,200289,14,0,0,19,Masters,Married-civ-spouse,Prof-specialty,India,State-gov,Husband,Asian-Pac-Islander,Male,<=50K
25250, 25250, 43,289669,14,0,2547,40,Masters,Divorced,Prof-specialty,United-States,Private,Unmarried,White,Female,>50K
25251, 25251, 30,110622,13,0,0,40,Bachelors,Divorced,Exec-managerial,China,Private,Not-in-family,Asian-Pac-Islander,Female,<=50K
25252, 25252, 59,139616,14,0,0,50,Masters,Married-civ-spouse,Exec-managerial,United-States,State-gov,Husband,White,Male,>50K
25253, 25253, 26,39212,9,0,0,45,HS-grad,Married-civ-spouse,Machine-op-inspct,United-States,Private,Husband,White,Male,<=50K
25254, 25254, 28,51961,10,0,0,24,Some-college,Never-married,Tech-support,United-States,Private,Own-child,Black,Male,<=50K
25255, 25255, 48,117849,10,0,0,40,Some-college,Never-married,Other-service,United-States,Self-emp-not-inc,Not-in-family,White,Male,<=50K
25256, 25256, 49,50748,13,1506,0,35,Bachelors,Widowed,Prof-specialty,United-States,Private,Unmarried,White,Female,<=50K
25257, 25257, 41,170214,9,0,2179,40,HS-grad,Married-civ-spouse,Handlers-cleaners,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
25258, 25258, 20,151790,10,0,0,30,Some-college,Never-married,Adm-clerical,United-States,Private,Own-child,White,Female,<=50K
25259, 25259, 49,168211,9,0,0,40,HS-grad,Married-civ-spouse,Protective-serv,United-States,Private,Husband,White,Male,>50K
25260, 25260, 37,117651,13,0,0,40,Bachelors,Never-married,Prof-specialty,United-States,State-gov,Other-relative,White,Male,<=50K
25261, 25261, 18,157131,8,0,0,8,12th,Never-married,Sales,United-States,Private,Own-child,White,Female,<=50K
25262, 25262, 61,225970,9,0,0,40,HS-grad,Married-civ-spouse,Tech-support,United-States,Private,Husband,White,Male,>50K
25263, 25263, 26,177951,9,0,0,48,HS-grad,Married-civ-spouse,Handlers-cleaners,United-States,Private,Husband,White,Male,<=50K
25264, 25264, 66,134130,13,0,0,12,Bachelors,Widowed,Other-service,United-States,Private,Not-in-family,White,Male,<=50K
25265, 25265, 68,191581,14,3273,0,40,Masters,Never-married,Prof-specialty,United-States,Private,Not-in-family,White,Female,<=50K
25266, 25266, 27,199172,9,0,0,40,HS-grad,Married-civ-spouse,Protective-serv,United-States,Local-gov,Wife,White,Female,<=50K
25267, 25267, 66,262552,10,0,0,7,Some-college,Married-civ-spouse,Farming-fishing,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
25268, 25268, 28,66434,6,0,0,15,10th,Never-married,Other-service,United-States,Private,Unmarried,White,Female,<=50K
25269, 25269, 26,77661,13,0,0,40,Bachelors,Never-married,Prof-specialty,United-States,Private,Not-in-family,White,Female,<=50K
25270, 25270, 46,192835,10,0,0,48,Some-college,Married-civ-spouse,Transport-moving,United-States,Private,Husband,White,Male,<=50K
25271, 25271, 35,200445,9,0,1974,40,HS-grad,Never-married,Machine-op-inspct,United-States,Private,Own-child,White,Male,<=50K
25272, 25272, 26,37918,9,0,0,60,HS-grad,Never-married,Farming-fishing,United-States,Self-emp-not-inc,Own-child,White,Male,<=50K
25273, 25273, 40,111020,9,0,0,40,HS-grad,Separated,Machine-op-inspct,United-States,Private,Not-in-family,White,Female,<=50K
25274, 25274, 31,244665,10,0,0,45,Some-college,Never-married,Exec-managerial,Honduras,Private,Not-in-family,White,Male,<=50K
25275, 25275, 52,312477,9,0,0,40,HS-grad,Widowed,Transport-moving,United-States,Private,Not-in-family,White,Male,<=50K
25276, 25276, 61,243493,9,0,0,12,HS-grad,Married-civ-spouse,Other-service,United-States,Self-emp-not-inc,Husband,Black,Male,<=50K
25277, 25277, 39,152023,7,0,0,40,11th,Married-civ-spouse,Craft-repair,United-States,State-gov,Husband,White,Male,<=50K
25278, 25278, 25,104193,9,114,0,40,HS-grad,Never-married,Other-service,United-States,Private,Own-child,White,Female,<=50K
25279, 25279, 47,170850,13,0,0,48,Bachelors,Married-civ-spouse,Tech-support,United-States,Private,Husband,White,Male,<=50K
25280, 25280, 33,137088,13,0,0,40,Bachelors,Married-civ-spouse,Machine-op-inspct,Ecuador,Private,Husband,Other,Male,<=50K
25281, 25281, 17,340557,7,0,0,25,11th,Never-married,Other-service,United-States,Private,Own-child,White,Male,<=50K
25282, 25282, 26,298225,9,0,0,45,HS-grad,Married-civ-spouse,Adm-clerical,United-States,Private,Husband,White,Male,<=50K
25283, 25283, 25,114150,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,United-States,Private,Other-relative,White,Male,<=50K
25284, 25284, 39,194668,9,0,0,16,HS-grad,Married-civ-spouse,Exec-managerial,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
25285, 25285, 33,188246,14,7298,0,45,Masters,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
25286, 25286, 46,330901,10,0,0,40,Some-college,Married-civ-spouse,Exec-managerial,United-States,Federal-gov,Husband,Black,Male,<=50K
25287, 25287, 27,80165,10,0,0,20,Some-college,Separated,Adm-clerical,United-States,Private,Unmarried,White,Female,<=50K
25288, 25288, 48,83444,9,7298,0,40,HS-grad,Married-civ-spouse,Prof-specialty,United-States,Private,Husband,White,Male,>50K
25289, 25289, 29,85572,7,0,0,5,11th,Married-civ-spouse,Other-service,United-States,Self-emp-not-inc,Wife,White,Female,<=50K
25290, 25290, 40,116632,13,0,0,40,Bachelors,Never-married,Sales,United-States,Private,Own-child,White,Male,<=50K
25291, 25291, 24,139989,13,0,0,40,Bachelors,Never-married,Sales,United-States,Private,Own-child,Black,Male,<=50K
25292, 25292, 55,135803,13,0,1579,35,Bachelors,Married-civ-spouse,Exec-managerial,India,Private,Husband,Other,Male,<=50K
25293, 25293, 56,75785,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
25294, 25294, 25,248612,12,0,0,30,Assoc-acdm,Never-married,Craft-repair,United-States,Private,Not-in-family,White,Male,<=50K
25295, 25295, 36,28572,10,0,0,50,Some-college,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
25296, 25296, 26,31143,9,0,0,45,HS-grad,Married-civ-spouse,Exec-managerial,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
25297, 25297, 37,216924,9,0,0,44,HS-grad,Married-civ-spouse,Handlers-cleaners,United-States,Private,Husband,White,Male,>50K
25298, 25298, 36,549174,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
25299, 25299, 23,111296,7,0,0,50,11th,Never-married,Craft-repair,Mexico,Self-emp-not-inc,Own-child,White,Male,<=50K
25300, 25300, 25,208881,13,0,0,60,Bachelors,Married-civ-spouse,Prof-specialty,United-States,Private,Husband,White,Male,<=50K
25301, 25301, 36,243666,9,0,0,40,HS-grad,Divorced,Adm-clerical,United-States,State-gov,Own-child,Black,Female,<=50K
25302, 25302, 39,131288,12,5178,0,48,Assoc-acdm,Married-civ-spouse,Sales,United-States,Self-emp-inc,Husband,White,Male,>50K
25303, 25303, 35,257416,11,0,0,40,Assoc-voc,Never-married,Craft-repair,United-States,Private,Own-child,Black,Male,<=50K
25304, 25304, 33,215288,7,0,0,40,11th,Never-married,Handlers-cleaners,United-States,Private,Own-child,Black,Male,<=50K
25305, 25305, 31,58582,10,0,0,46,Some-college,Never-married,Craft-repair,United-States,Private,Not-in-family,White,Male,<=50K
25306, 25306, 49,199378,10,0,0,22,Some-college,Married-civ-spouse,Prof-specialty,United-States,Private,Husband,White,Male,<=50K
25307, 25307, 40,137421,9,0,0,60,HS-grad,Married-civ-spouse,Transport-moving,Trinadad&Tobago,Private,Husband,Asian-Pac-Islander,Male,<=50K
25308, 25308, 27,216481,10,0,0,40,Some-college,Widowed,Adm-clerical,United-States,Private,Unmarried,White,Female,<=50K
25309, 25309, 50,196504,16,0,0,23,Doctorate,Married-civ-spouse,Prof-specialty,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
25310, 25310, 38,357870,8,0,0,50,12th,Never-married,Machine-op-inspct,United-States,Private,Not-in-family,Black,Female,<=50K
25311, 25311, 55,256335,13,0,0,40,Bachelors,Divorced,Exec-managerial,United-States,State-gov,Unmarried,Black,Male,<=50K
25312, 25312, 49,168191,4,0,0,70,7th-8th,Married-civ-spouse,Other-service,Italy,Self-emp-not-inc,Husband,White,Male,<=50K
25313, 25313, 40,215596,13,0,0,40,Bachelors,Married-spouse-absent,Other-service,Mexico,Private,Not-in-family,Other,Male,<=50K
25314, 25314, 42,184682,11,0,0,30,Assoc-voc,Divorced,Tech-support,United-States,Private,Not-in-family,White,Female,<=50K
25315, 25315, 51,171914,13,0,0,50,Bachelors,Married-civ-spouse,Prof-specialty,United-States,Private,Husband,White,Male,>50K
25316, 25316, 27,288229,13,0,0,50,Bachelors,Never-married,Adm-clerical,Laos,Private,Own-child,Asian-Pac-Islander,Female,<=50K
25317, 25317, 30,144064,9,0,0,40,HS-grad,Married-civ-spouse,Protective-serv,United-States,State-gov,Husband,White,Male,>50K
25318, 25318, 40,141583,6,0,0,40,10th,Never-married,Other-service,United-States,Private,Unmarried,Black,Female,<=50K
25319, 25319, 43,180985,13,0,0,35,Bachelors,Separated,Craft-repair,United-States,Self-emp-not-inc,Unmarried,White,Male,<=50K
25320, 25320, 24,148709,9,0,0,40,HS-grad,Never-married,Other-service,United-States,Private,Not-in-family,White,Female,<=50K
25321, 25321, 38,184801,13,0,0,60,Bachelors,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,>50K
25322, 25322, 52,89054,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
25323, 25323, 32,147284,11,0,0,50,Assoc-voc,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,>50K
25324, 25324, 33,169973,11,0,0,40,Assoc-voc,Separated,Protective-serv,United-States,Private,Not-in-family,White,Female,<=50K
25325, 25325, 21,222993,9,0,0,40,HS-grad,Never-married,Machine-op-inspct,United-States,Private,Own-child,White,Male,<=50K
25326, 25326, 27,41099,10,0,0,50,Some-college,Never-married,Sales,United-States,Private,Not-in-family,White,Male,<=50K
25327, 25327, 31,33117,9,0,0,50,HS-grad,Divorced,Exec-managerial,United-States,Private,Not-in-family,White,Male,<=50K
25328, 25328, 29,162551,14,0,0,40,Masters,Married-civ-spouse,Prof-specialty,Hong,Private,Wife,Asian-Pac-Islander,Female,>50K
25329, 25329, 49,122066,3,0,2603,40,5th-6th,Married-civ-spouse,Other-service,Greece,Private,Husband,White,Male,<=50K
25330, 25330, 46,389843,13,0,0,50,Bachelors,Married-civ-spouse,Sales,Germany,Private,Husband,White,Male,>50K
25331, 25331, 37,138940,7,0,0,40,11th,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
25332, 25332, 56,141877,13,0,0,40,Bachelors,Married-civ-spouse,Adm-clerical,United-States,Federal-gov,Husband,White,Male,>50K
25333, 25333, 37,172722,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
25334, 25334, 26,118523,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
25335, 25335, 31,227886,10,0,0,35,Some-college,Never-married,Adm-clerical,United-States,Private,Unmarried,Black,Female,<=50K
25336, 25336, 36,80743,9,0,0,40,HS-grad,Married-civ-spouse,Other-service,South,Private,Wife,Asian-Pac-Islander,Female,<=50K
25337, 25337, 52,199688,6,0,0,45,10th,Married-civ-spouse,Handlers-cleaners,United-States,Private,Husband,White,Male,<=50K
25338, 25338, 40,225823,10,0,0,60,Some-college,Divorced,Craft-repair,United-States,Private,Not-in-family,White,Male,<=50K
25339, 25339, 21,176486,9,0,0,60,HS-grad,Married-spouse-absent,Exec-managerial,United-States,Private,Other-relative,White,Female,<=50K
25340, 25340, 63,175777,6,0,0,40,10th,Separated,Machine-op-inspct,United-States,Private,Not-in-family,Black,Male,<=50K
25341, 25341, 30,295010,9,0,0,40,HS-grad,Never-married,Adm-clerical,United-States,Private,Not-in-family,White,Female,<=50K
25342, 25342, 30,437825,13,0,0,20,Bachelors,Married-civ-spouse,Sales,Peru,Private,Husband,White,Male,<=50K
25343, 25343, 50,270194,13,0,0,60,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,<=50K
25344, 25344, 41,242089,14,0,0,45,Masters,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,<=50K
25345, 25345, 39,117555,13,0,0,60,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Self-emp-inc,Husband,White,Male,>50K
25346, 25346, 23,146499,9,0,0,48,HS-grad,Separated,Machine-op-inspct,United-States,Private,Unmarried,White,Female,<=50K
25347, 25347, 52,222405,9,0,2377,40,HS-grad,Married-civ-spouse,Sales,United-States,Private,Husband,Black,Male,<=50K
25348, 25348, 46,157991,11,0,625,40,Assoc-voc,Divorced,Tech-support,United-States,Private,Unmarried,Black,Female,<=50K
25349, 25349, 26,373553,10,0,0,42,Some-college,Married-civ-spouse,Adm-clerical,United-States,Private,Wife,White,Female,<=50K
25350, 25350, 30,194827,10,0,1740,40,Some-college,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
25351, 25351, 23,60331,10,0,0,50,Some-college,Divorced,Exec-managerial,United-States,Private,Not-in-family,White,Male,<=50K
25352, 25352, 21,96483,10,0,0,12,Some-college,Never-married,Adm-clerical,United-States,State-gov,Own-child,Asian-Pac-Islander,Female,<=50K
25353, 25353, 39,211154,9,0,0,55,HS-grad,Married-civ-spouse,Transport-moving,United-States,Private,Husband,White,Male,<=50K
25354, 25354, 37,247750,11,0,0,40,Assoc-voc,Married-civ-spouse,Protective-serv,United-States,Local-gov,Husband,Black,Male,<=50K
25355, 25355, 40,204235,14,99999,0,50,Masters,Married-civ-spouse,Exec-managerial,United-States,Self-emp-not-inc,Husband,White,Male,>50K
25356, 25356, 38,197113,10,0,0,20,Some-college,Divorced,Adm-clerical,United-States,Private,Unmarried,Black,Female,<=50K
25357, 25357, 47,178341,13,4064,0,60,Bachelors,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,<=50K
25358, 25358, 20,293297,10,0,0,35,Some-college,Never-married,Other-service,United-States,Private,Own-child,White,Male,<=50K
25359, 25359, 35,35330,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
25360, 25360, 62,202056,13,14084,0,40,Bachelors,Divorced,Prof-specialty,United-States,State-gov,Not-in-family,White,Male,>50K
25361, 25361, 32,61898,7,0,0,15,11th,Divorced,Other-service,United-States,Private,Unmarried,White,Female,<=50K
25362, 25362, 42,1097453,13,0,0,60,Bachelors,Married-civ-spouse,Sales,United-States,Self-emp-inc,Husband,White,Male,>50K
25363, 25363, 32,176992,6,0,0,40,10th,Never-married,Craft-repair,United-States,Private,Unmarried,White,Male,<=50K
25364, 25364, 27,295289,10,0,0,30,Some-college,Never-married,Other-service,United-States,Private,Own-child,Black,Female,<=50K
25365, 25365, 53,298215,13,0,0,45,Bachelors,Married-civ-spouse,Sales,United-States,Self-emp-inc,Husband,White,Male,>50K
25366, 25366, 28,209934,3,0,0,25,5th-6th,Married-civ-spouse,Handlers-cleaners,Mexico,Self-emp-not-inc,Husband,White,Male,<=50K
25367, 25367, 26,164938,9,0,0,40,HS-grad,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,<=50K
25368, 25368, 47,423222,15,0,0,45,Prof-school,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
25369, 25369, 23,124259,10,0,0,40,Some-college,Never-married,Protective-serv,United-States,Private,Own-child,Black,Female,<=50K
25370, 25370, 70,232871,10,0,0,30,Some-college,Married-civ-spouse,Exec-managerial,United-States,Self-emp-inc,Husband,White,Male,<=50K
25371, 25371, 41,73199,13,0,0,40,Bachelors,Married-civ-spouse,Exec-managerial,United-States,State-gov,Husband,Asian-Pac-Islander,Male,<=50K
25372, 25372, 43,27661,14,0,0,45,Masters,Never-married,Prof-specialty,United-States,State-gov,Not-in-family,White,Male,<=50K
25373, 25373, 40,89413,9,0,1672,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
25374, 25374, 64,31826,9,0,0,45,HS-grad,Married-civ-spouse,Exec-managerial,United-States,Self-emp-not-inc,Husband,White,Male,>50K
25375, 25375, 40,279679,10,0,0,45,Some-college,Divorced,Exec-managerial,United-States,Private,Not-in-family,White,Male,<=50K
25376, 25376, 43,221172,13,0,0,35,Bachelors,Divorced,Exec-managerial,United-States,Private,Not-in-family,White,Male,<=50K
25377, 25377, 50,222020,9,0,0,48,HS-grad,Married-civ-spouse,Adm-clerical,United-States,Federal-gov,Husband,White,Male,<=50K
25378, 25378, 32,204792,7,0,0,40,11th,Married-civ-spouse,Farming-fishing,United-States,Private,Husband,White,Male,<=50K
25379, 25379, 42,384508,7,1506,0,50,11th,Divorced,Sales,Mexico,Private,Unmarried,White,Male,<=50K
25380, 25380, 41,288568,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,>50K
25381, 25381, 30,182714,10,0,0,40,Some-college,Never-married,Exec-managerial,England,Private,Not-in-family,White,Female,<=50K
25382, 25382, 20,471452,10,0,0,30,Some-college,Never-married,Other-service,United-States,Private,Own-child,White,Male,<=50K
